ParameterId;Date;Value
2;07.08.2011;0,9583668
3;07.08.2011;0,4107286
4;07.08.2011;1251,71
5;07.08.2011;201,381
6;07.08.2011;0,48
7;07.08.2011;21
8;07.08.2011;46,56319
9;07.08.2011;1,161412
10;07.08.2011;1,130251
11;07.08.2011;0,9996762
12;07.08.2011;0,5342158
13;07.08.2011;0,3439607
14;07.08.2011;0,7002031
15;07.08.2011;3,673519
20;07.08.2011;0,1829466
21;07.08.2011;5,085959
22;07.08.2011;4,972672
23;07.08.2011;2,811196
24;07.08.2011;631,7175
25;07.08.2011;0,1454227
26;07.08.2011;301,6302
28;07.08.2011;32,53024
29;07.08.2011;63
30;07.08.2011;3103,265
31;07.08.2011;3,136926
34;07.08.2011;28,88929
35;07.08.2011;443,7695
36;07.08.2011;0,9457755
37;07.08.2011;0,9228457
38;07.08.2011;8,759479
39;07.08.2011;27,56098
40;07.08.2011;1,022943
41;07.08.2011;1,242971
42;07.08.2011;1,026849
43;07.08.2011;11,5
44;07.08.2011;0,45
45;07.08.2011;0,3
46;07.08.2011;0,5
47;07.08.2011;89,3
48;07.08.2011;8
49;07.08.2011;34,85607
